datetime,LV6.201 SGen 1 [PV8],LV6.201 SGen 2 [PV2],LV6.201 SGen 3 [PV6],LV6.201 SGen 4 [PV5],LV6.201 SGen 5 [PV8],LV6.201 SGen 6 [PV5]
2016-01-01 06:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 06:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 07:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 07:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 07:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 08:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 08:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 08:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 09:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 09:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 09:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 10:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 10:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 10:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 11:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 11:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 11:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 12:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 12:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 12:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 13:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 13:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 13:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 14:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 14:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 14:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 15:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 15:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 15:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 16:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 16:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 17:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 17:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 17:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 18:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 18:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 19:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 19:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 19:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 20:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 20:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 20:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 21:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 21:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 21:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 22:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 22:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 22:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 23:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 23:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01 23:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 00:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 00:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 00:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 01:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 01:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 01:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 02:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 02:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 02:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 03:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 03:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 03:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 04:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 04:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 04:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 05:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 05:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 05:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 06:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 06:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 06:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 07:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 07:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 07:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 08:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 08:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 08:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 09:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 09:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 09:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 10:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 10:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 10:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 11:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 11:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 11:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 12:15:00,1.2024453926336134e-05,1.5165101995901103e-05,3.7105157831117795e-05,6.030337826215428e-05,9.712058940501784e-06,1.0050563043689902e-05
2016-01-02 12:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 12:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 13:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 13:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 13:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 14:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 14:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 14:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 15:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 15:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 15:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 16:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 16:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 17:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 17:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 17:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 18:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 18:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 19:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 19:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 19:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 20:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 20:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 20:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 21:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 21:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 21:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 22:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 22:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 22:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 23:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 23:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 23:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 00:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 00:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 00:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 01:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 01:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 01:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 02:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 02:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 02:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 03:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 03:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 03:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 04:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 04:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 04:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 05:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 05:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 05:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 06:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 06:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 06:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 07:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 07:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 07:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 08:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 08:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 08:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 09:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 09:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 09:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 10:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 10:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 10:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 11:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 11:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 11:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 12:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 12:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 12:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 13:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 13:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 13:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 14:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 14:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 14:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 15:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 15:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 15:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 16:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 16:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 17:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 17:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 17:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 18:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 18:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 19:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 19:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 19:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 20:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 20:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 20:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 21:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 21:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 21:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 22:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 22:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 22:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 23:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 23:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03 23:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 00:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 00:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 00:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 01:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 01:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 01:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 02:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 02:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 02:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 03:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 03:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 03:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 04:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 04:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 04:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 05:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 05:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 05:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 06:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 06:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 06:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 07:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 07:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 07:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 08:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 08:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 08:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 09:00:00,9.466437858706442e-05,0.0006508349669273965,0.0010349816841383067,0.0007764703553568969,7.64596903972111e-05,0.0001294117258928217
2016-01-04 09:15:00,3.0107719402626942e-05,0.00017658682607895912,0.0003067325875201199,0.00022955918351540066,2.431777336366022e-05,3.825986391923345e-05
2016-01-04 09:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 09:45:00,1.816399103565938e-05,7.662154712805251e-05,0.00016297759236141753,0.00012138192534717997,1.4670915836494114e-05,2.023032089119666e-05
2016-01-04 10:00:00,6.133917202193207e-06,2.1702991014023427e-05,5.1958403789450884e-05,3.860386024611394e-05,4.954317740232657e-06,6.433976707684004e-06
2016-01-04 10:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 10:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 10:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 11:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 11:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 11:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 12:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 12:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 12:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 13:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 13:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 13:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 14:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 14:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 14:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 15:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 15:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 15:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 16:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 16:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 17:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 17:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 17:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 18:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 18:45:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04 19:15:00,0.0,0.0,0.0,0.0,0.0,0.0
