datetime,LV6.201 Load 1 [H0-A],LV6.201 Load 3 [H0-A],LV6.201 Load 6 [H0-A],LV6.201 Load 11 [H0-A],LV6.201 Load 20 [H0-A],LV6.201 Load 27 [H0-A],LV6.201 Load 30 [H0-A],LV6.201 Load 36 [H0-A],LV6.201 Load 37 [H0-A]
2016-01-01 06:15:00,0.001046,0.000834,0.000816,0.001195,0.000857,0.001262,0.001294,0.000754,0.000771
2016-01-01 06:30:00,0.00077,0.000716,0.000806,0.001095,0.000691,0.001232,0.000964,0.000786,0.00094
2016-01-01 06:45:00,0.000839,0.000852,0.00065,0.001032,0.000601,0.001128,0.001187,0.000824,0.000716
2016-01-01 07:00:00,0.000736,0.00074,0.000753,0.001046,0.000681,0.00074,0.00075,0.000599,0.000558
2016-01-01 07:15:00,0.000528,0.000688,0.000645,0.000879,0.000529,0.000767,0.000778,0.000766,0.000775
2016-01-01 07:30:00,0.00059,0.0005,0.000725,0.001109,0.000584,0.000801,0.000723,0.000712,0.000737
2016-01-01 07:45:00,0.000651,0.000689,0.000676,0.001038,0.000507,0.000697,0.000855,0.000644,0.000651
2016-01-01 08:00:00,0.000794,0.000783,0.0006,0.001223,0.000667,0.001033,0.000798,0.000767,0.000582
2016-01-01 08:15:00,0.000674,0.000641,0.000505,0.001037,0.00047,0.000629,0.000609,0.000486,0.000578
2016-01-01 08:30:00,0.0005,0.000507,0.000498,0.000768,0.000644,0.000662,0.000781,0.000488,0.000484
2016-01-01 08:45:00,0.000723,0.000732,0.000671,0.000948,0.000609,0.000796,0.000816,0.00073,0.00058
2016-01-01 09:00:00,0.000811,0.000561,0.000743,0.001131,0.000702,0.000931,0.001088,0.00068,0.000788
2016-01-01 09:15:00,0.000565,0.000423,0.000517,0.000791,0.000541,0.000558,0.000579,0.000429,0.000402
2016-01-01 09:30:00,0.00053,0.000604,0.000502,0.000887,0.000518,0.000803,0.000878,0.000539,0.000669
2016-01-01 09:45:00,0.000479,0.000697,0.000562,0.001114,0.000492,0.000889,0.000922,0.000617,0.000473
2016-01-01 10:00:00,0.000577,0.000653,0.0007,0.001035,0.000626,0.000911,0.00071,0.000526,0.000765
2016-01-01 10:15:00,0.000611,0.000517,0.0006,0.001038,0.00052,0.000887,0.000852,0.000478,0.000601
2016-01-01 10:30:00,0.000445,0.000445,0.000461,0.000789,0.000496,0.00078,0.000664,0.000461,0.000433
2016-01-01 10:45:00,0.000656,0.000654,0.000756,0.00096,0.000821,0.000775,0.000807,0.000819,0.000823
2016-01-01 11:00:00,0.000655,0.000787,0.000765,0.00095,0.000809,0.000966,0.001029,0.000782,0.000753
2016-01-01 11:15:00,0.00152,0.001207,0.001364,0.002132,0.001144,0.001738,0.001643,0.001214,0.001202
2016-01-01 11:30:00,0.002132,0.00205,0.001551,0.00325,0.002,0.002703,0.002166,0.001941,0.001833
2016-01-01 11:45:00,0.002132,0.002582,0.001966,0.004131,0.00176,0.002825,0.002704,0.002048,0.002188
2016-01-01 12:00:00,0.00222,0.002003,0.001776,0.002646,0.001744,0.002762,0.002299,0.001631,0.002293
2016-01-01 12:15:00,0.001941,0.001708,0.001735,0.003959,0.002033,0.00328,0.002872,0.001805,0.002216
2016-01-01 12:30:00,0.001944,0.001564,0.001929,0.003028,0.001475,0.002564,0.002759,0.00139,0.001803
2016-01-01 12:45:00,0.001457,0.001105,0.001471,0.002171,0.001035,0.001593,0.001329,0.001483,0.0012
2016-01-01 13:00:00,0.001528,0.001269,0.001254,0.002239,0.001609,0.002267,0.00216,0.001538,0.001566
2016-01-01 13:15:00,0.001811,0.002146,0.002087,0.003661,0.00177,0.002356,0.002653,0.001609,0.002248
2016-01-01 13:30:00,0.003118,0.002848,0.002282,0.004338,0.003395,0.004497,0.004185,0.003096,0.003281
2016-01-01 13:45:00,0.002192,0.00236,0.002849,0.004382,0.002385,0.00327,0.002881,0.002736,0.002488
2016-01-01 14:00:00,0.001494,0.001429,0.001385,0.002703,0.001258,0.001685,0.001914,0.001354,0.001676
2016-01-01 14:15:00,0.003296,0.003262,0.002378,0.004319,0.002934,0.003498,0.004486,0.002935,0.002609
2016-01-01 14:30:00,0.002673,0.002115,0.002436,0.003653,0.002524,0.002923,0.002721,0.002362,0.002019
2016-01-01 14:45:00,0.002049,0.002012,0.001568,0.002762,0.00221,0.002392,0.002855,0.001743,0.001889
2016-01-01 15:00:00,0.001823,0.002296,0.002294,0.002903,0.001977,0.002523,0.002715,0.00249,0.001724
2016-01-01 15:15:00,0.001151,0.000884,0.001011,0.001989,0.000839,0.001151,0.001617,0.000862,0.000848
2016-01-01 15:30:00,0.000877,0.001162,0.000958,0.001958,0.001081,0.001135,0.001626,0.000875,0.000984
2016-01-01 15:45:00,0.000885,0.00069,0.000765,0.001416,0.000709,0.001034,0.000905,0.000884,0.000681
2016-01-01 16:00:00,0.001068,0.001213,0.000912,0.001868,0.001146,0.001273,0.001705,0.000993,0.001271
2016-01-01 16:15:00,0.000634,0.000734,0.00052,0.000886,0.000715,0.000989,0.00071,0.000529,0.000725
2016-01-01 16:30:00,0.000851,0.000991,0.001012,0.001474,0.001037,0.001192,0.001236,0.000885,0.000895
2016-01-01 16:45:00,0.001833,0.001622,0.001466,0.002891,0.001968,0.002672,0.002038,0.00156,0.002095
2016-01-01 17:00:00,0.001446,0.0018,0.001811,0.002306,0.00132,0.001749,0.002321,0.001532,0.001835
2016-01-01 17:15:00,0.002022,0.002339,0.001917,0.003147,0.00176,0.002442,0.002212,0.002164,0.002001
2016-01-01 17:30:00,0.001503,0.001344,0.001542,0.00267,0.001158,0.001734,0.001799,0.001568,0.00163
2016-01-01 17:45:00,0.002052,0.002099,0.001815,0.003105,0.00195,0.002952,0.002303,0.001768,0.001602
2016-01-01 18:00:00,0.001121,0.000821,0.000933,0.00195,0.001155,0.001375,0.001315,0.001072,0.000819
2016-01-01 18:15:00,0.001592,0.002009,0.001961,0.003064,0.002302,0.002563,0.002802,0.002326,0.001577
2016-01-01 18:30:00,0.001663,0.001158,0.001605,0.001938,0.00143,0.002044,0.002199,0.001128,0.001283
2016-01-01 18:45:00,0.001686,0.001702,0.001199,0.002095,0.001587,0.001865,0.001567,0.001521,0.001719
2016-01-01 19:00:00,0.000959,0.001139,0.001006,0.00205,0.001297,0.001859,0.001461,0.001177,0.000996
2016-01-01 19:15:00,0.000879,0.00073,0.000741,0.001161,0.000988,0.001093,0.000944,0.00079,0.000781
2016-01-01 19:30:00,0.000521,0.000682,0.000636,0.000994,0.000666,0.000814,0.000745,0.000565,0.000669
2016-01-01 19:45:00,0.001538,0.001365,0.001472,0.001953,0.001713,0.001685,0.001859,0.001233,0.001567
2016-01-01 20:00:00,0.001153,0.000941,0.001027,0.001407,0.000872,0.00121,0.001398,0.001175,0.000874
2016-01-01 20:15:00,0.001129,0.00095,0.00082,0.001626,0.001005,0.001489,0.001032,0.000768,0.001102
2016-01-01 20:30:00,0.000888,0.001133,0.001205,0.001777,0.001189,0.001325,0.00155,0.001039,0.001203
2016-01-01 20:45:00,0.001387,0.001602,0.001492,0.00185,0.001525,0.001671,0.002155,0.001239,0.001169
2016-01-01 21:00:00,0.000797,0.000867,0.000928,0.001335,0.000841,0.001348,0.001107,0.000796,0.000778
2016-01-01 21:15:00,0.000874,0.00083,0.000646,0.001155,0.000733,0.000944,0.000987,0.000746,0.000643
2016-01-01 21:30:00,0.001185,0.001053,0.00118,0.001869,0.001136,0.001498,0.001502,0.000996,0.00128
2016-01-01 21:45:00,0.001179,0.001038,0.000821,0.001931,0.001182,0.00159,0.001455,0.001009,0.001143
2016-01-01 22:00:00,0.000885,0.000839,0.000849,0.001472,0.000672,0.00112,0.000902,0.000809,0.000964
2016-01-01 22:15:00,0.000887,0.000866,0.000779,0.001388,0.000776,0.001391,0.001221,0.000901,0.000905
2016-01-01 22:30:00,0.000538,0.000713,0.000694,0.000931,0.000636,0.00074,0.000957,0.000534,0.000735
2016-01-01 22:45:00,0.00055,0.000465,0.000463,0.000708,0.000449,0.000666,0.000534,0.000427,0.000409
2016-01-01 23:00:00,0.000624,0.000526,0.000628,0.000925,0.000472,0.000793,0.000787,0.000496,0.000491
2016-01-01 23:15:00,0.000525,0.000397,0.00055,0.000681,0.000583,0.000625,0.000663,0.000409,0.000553
2016-01-01 23:30:00,0.00057,0.000559,0.00058,0.000834,0.000689,0.000941,0.000788,0.000704,0.000547
2016-01-01 23:45:00,0.000387,0.000498,0.000485,0.000555,0.000352,0.000481,0.00051,0.00035,0.000381
2016-01-02 00:00:00,0.000434,0.000381,0.000409,0.000874,0.000425,0.000733,0.000627,0.000421,0.000396
2016-01-02 00:15:00,0.000596,0.000734,0.00051,0.00083,0.000665,0.000793,0.000859,0.000655,0.000561
2016-01-02 00:30:00,0.000313,0.000264,0.000248,0.000475,0.000246,0.000323,0.00045,0.000331,0.000316
2016-01-02 00:45:00,0.000217,0.000248,0.000241,0.000456,0.000225,0.000361,0.000287,0.000206,0.000194
2016-01-02 01:00:00,0.000241,0.00022,0.000168,0.000355,0.000227,0.000322,0.000317,0.000199,0.000223
2016-01-02 01:15:00,0.000219,0.000208,0.000177,0.000405,0.000232,0.000297,0.000347,0.0002,0.000207
2016-01-02 01:30:00,0.000113,0.000153,0.000131,0.00023,0.00014,0.000174,0.000154,0.000133,0.000137
2016-01-02 01:45:00,9.8e-05,8.4e-05,0.000105,0.000124,0.000106,0.000112,0.000103,9e-05,0.000109
2016-01-02 02:00:00,9.6e-05,8.1e-05,6.7e-05,0.000138,9.6e-05,0.000117,0.00012,8.6e-05,9.8e-05
2016-01-02 02:15:00,0.00011,9e-05,0.000122,0.000195,0.000104,0.000134,0.000148,8.7e-05,9.7e-05
2016-01-02 02:30:00,8.8e-05,0.0001,0.00011,0.000191,0.000101,0.000147,0.000152,0.000121,0.000105
2016-01-02 02:45:00,0.000101,0.000117,0.000133,0.000183,0.000133,0.000172,0.000134,9.4e-05,0.000138
2016-01-02 03:00:00,0.000128,0.000133,9e-05,0.000201,0.00012,0.000174,0.000141,0.000114,0.00011
2016-01-02 03:15:00,9.2e-05,0.00012,0.000107,0.000168,9.8e-05,0.000163,0.000161,0.000115,9.5e-05
2016-01-02 03:30:00,8.5e-05,0.000108,0.000102,0.000166,8.9e-05,0.000154,0.000132,8.6e-05,9.9e-05
2016-01-02 03:45:00,7.8e-05,0.000103,0.000105,0.00013,9.1e-05,0.000108,0.000122,0.000104,8e-05
2016-01-02 04:00:00,0.000101,9.6e-05,0.00011,0.00021,0.000108,0.000123,0.000137,9.8e-05,0.000118
2016-01-02 04:15:00,9.5e-05,8.6e-05,7.3e-05,0.000124,9.1e-05,0.00011,9.7e-05,7.7e-05,9.3e-05
2016-01-02 04:30:00,9.2e-05,9.2e-05,8.6e-05,0.000125,8.8e-05,0.000104,0.000123,7.6e-05,9.5e-05
2016-01-02 04:45:00,6.9e-05,6e-05,7.7e-05,9.2e-05,6.9e-05,8.9e-05,9.7e-05,6.1e-05,5.3e-05
2016-01-02 05:00:00,8.9e-05,8.5e-05,7.6e-05,0.000125,8.1e-05,0.000114,9.2e-05,8.6e-05,6.7e-05
2016-01-02 05:15:00,5.8e-05,6.5e-05,5.8e-05,8.6e-05,6.1e-05,8.1e-05,7.8e-05,6e-05,6.6e-05
2016-01-02 05:30:00,8.9e-05,7.7e-05,9.5e-05,0.000135,9.1e-05,0.000106,0.000126,8.6e-05,8.4e-05
2016-01-02 05:45:00,6.3e-05,8.1e-05,6e-05,0.00013,7.1e-05,9.2e-05,8.9e-05,7.8e-05,7.1e-05
2016-01-02 06:00:00,0.00013,0.000111,0.000132,0.000182,0.000149,0.00019,0.000166,0.000142,0.000128
2016-01-02 06:15:00,0.000726,0.000608,0.000737,0.000986,0.000558,0.000962,0.000826,0.00064,0.000655
2016-01-02 06:30:00,0.000866,0.00074,0.000795,0.001056,0.000794,0.000831,0.001048,0.000711,0.000869
2016-01-02 06:45:00,0.000792,0.000656,0.00062,0.000991,0.000704,0.001097,0.000755,0.00079,0.000662
2016-01-02 07:00:00,0.000587,0.000786,0.0007,0.001415,0.000619,0.001037,0.001171,0.000688,0.000657
2016-01-02 07:15:00,0.0008,0.00072,0.000717,0.000947,0.000756,0.000797,0.001082,0.0006,0.000567
2016-01-02 07:30:00,0.000542,0.000503,0.000619,0.000817,0.000675,0.000916,0.000735,0.000603,0.000622
2016-01-02 07:45:00,0.000475,0.000515,0.000536,0.000806,0.000546,0.000735,0.000777,0.000479,0.000536
2016-01-02 08:00:00,0.000692,0.000911,0.000718,0.001133,0.000928,0.000927,0.001216,0.000721,0.000903
2016-01-02 08:15:00,0.0004242531814559664,0.0003471884649742646,0.0004250476630691798,0.0006753093712314072,0.00035116087304033175,0.0004290200711352469,0.00039565184338028326,0.0004194862917766859,0.0003749953214367343
2016-01-02 08:30:00,0.0004784572281568804,0.00039788983670948844,0.0004975389787628417,0.0008183950815445606,0.0004904716637235967,0.0005590246196042724,0.0006099092878868357,0.00044665431048027826,0.0004918851267314457
2016-01-02 08:45:00,0.0004947799812112092,0.00041799310052261104,0.00048363349853060625,0.0006211067849247094,0.0005659936205595059,0.0006861279338948934,0.0005765208542022975,0.0004712485177743807,0.0005319349234798857
2016-01-02 09:00:00,0.00023552130971759,0.00024777157918276667,0.00023156960989011372,0.00048052669902112343,0.0002872885774575301,0.0003244345558358078,0.00032324904588756486,0.000260417018630691,0.00020667390097701271
2016-01-02 09:15:00,0.0003249084892045379,0.00038579977974215516,0.00033281041240407596,0.0004373946900450217,0.00035976991508485307,0.0005154842840169277,0.000498285980582639,0.00032862704129843815,0.00033745860252145136
2016-01-02 09:30:00,0.0005036941998539025,0.0005589493372512705,0.0005176533924595533,0.0010422863812219322,0.0005810513922102178,0.000764847428184621,0.0007154086210396075,0.00048566357607160345,0.0005740717959073924
2016-01-02 09:45:00,0.0011542042111404639,0.001182355533363402,0.0009123915715331748,0.0020543246934995375,0.001017778572675456,0.0012588693835077981,0.0012509292669833796,0.00122566525986023,0.0008661945299365582
2016-01-02 10:00:00,0.001105119509644681,0.0009626400964247842,0.0009047804362339632,0.0017488082292675645,0.0011890160169213714,0.0012259015502930196,0.0017307270854579333,0.0012034809319690766,0.0011333260939877061
2016-01-02 10:15:00,0.0012267099149682436,0.0013445896650116891,0.0011400112600975802,0.0021568191685368498,0.0014366119214972177,0.001886836515211539,0.0017180022925686687,0.0013080849682240415,0.0013757707601844715
2016-01-02 10:30:00,0.0019668251409127387,0.0020933411889105112,0.0020592151496479543,0.003653150885935679,0.001702140251022662,0.0031395956121552477,0.0023979785150104104,0.002381331666589651,0.0018244945869152448
2016-01-02 10:45:00,0.001683187867217494,0.0014406084907240381,0.0015485954389695118,0.002699673706136845,0.0012833231530621524,0.0021253083437297597,0.001609631540151736,0.0015102522472011917,0.0014531287166075714
2016-01-02 11:00:00,0.0015660748930558172,0.0011030415466920173,0.0011205864675591795,0.0024631543252202795,0.001470722062256023,0.0020062235600276663,0.0014943695642943718,0.0011251634034375696,0.0013540101973570752
2016-01-02 11:15:00,0.00045208957628450127,0.0005052187103854002,0.00040092818789104305,0.0008264531971250949,0.0004914444904333153,0.0005312913410089895,0.0005145655024957436,0.00040092818789104305,0.0004191298356848695
2016-01-02 11:30:00,0.0011647638942431713,0.001493533868206279,0.0015135266368932244,0.0022532590783102165,0.0015187099472935438,0.0019052368085744947,0.0018815416753158922,0.0012743538855642072,0.0016068262240989714
2016-01-02 11:45:00,0.0008126254414607426,0.0007374991656446823,0.0007839512903859104,0.001259368715206627,0.0007764960111064541,0.0007747755620419641,0.0009250281136740845,0.0007243090561502596,0.0006704016521295751
2016-01-02 12:00:00,0.00027234689885760523,0.00029509993091406334,0.0003302637077285896,0.00042127583595442226,0.0002499386097110934,0.0004578185844087339,0.0004116230344759248,0.0003371585659275163,0.0003716328569221499
2016-01-02 12:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02 12:30:00,0.00012653866807710442,0.00013171105158974524,0.00011065206157399355,0.00023090997824289127,0.00011822590886036036,0.00017678467934275754,0.00013706816308498026,0.00011841063684295456,0.00013281941948531113
2016-01-02 12:45:00,5.1304495311306464e-05,5.383689270327223e-05,4.717762548736229e-05,9.89510832786624e-05,4.9522437887330594e-05,8.122430153490216e-05,6.668646465509851e-05,6.556095470311375e-05,5.533757263925191e-05
2016-01-02 13:00:00,0.0003506661110444535,0.0005021829041736223,0.00042597086451583676,0.0007058686530209181,0.0004672523859971373,0.0006260274686175236,0.0005411962101889172,0.00043186822472745113,0.0003860502723141396
2016-01-02 13:15:00,0.0005232460390550261,0.0005866536547857269,0.0005994417453532631,0.0009239395435044963,0.0006868270308980945,0.0007337166963123942,0.0006724404290096162,0.0006836300082562103,0.0005743984013251713
2016-01-02 13:30:00,0.0006095067561288285,0.0007308192119380447,0.0007702752048468674,0.0012849697989112117,0.0005747619265524025,0.0009015988827374268,0.0010288002927121387,0.0008309314327514754,0.0006448404811218042
2016-01-02 13:45:00,0.0012695291445365114,0.0009105200726725616,0.001282877818441433,0.002081690567383333,0.0013362725140611204,0.0012196472578391718,0.0015772512061341826,0.001079134900945258,0.0011767909889865281
2016-01-02 14:00:00,0.0008317027247274225,0.0009219346241082279,0.0008676647136110769,0.001324708899605156,0.0008022792792771601,0.0013070548323349982,0.0014371718466594928,0.0009049344111814095,0.0009624735933952564
2016-01-02 14:15:00,0.0011226605136361513,0.0013442484411033283,0.001204012724769206,0.001773478202700587,0.0014480693581683693,0.0016526120604457633,0.0016161972611766818,0.0012706440596019933,0.0013527710536982197
2016-01-02 14:30:00,0.0009416119659269948,0.0011341228811165174,0.0008441482808310443,0.0017599847267326634,0.0008787841358651423,0.0013097186112893872,0.0015449202315209378,0.0008707292858572125,0.0009754423359603001
2016-01-02 14:45:00,0.0012796003600000674,0.0013324613435328335,0.0012805117562678736,0.0021171735301140715,0.0010572196706553263,0.001920311936267907,0.0013862337233334061,0.001152004882507183,0.0012167140175214316
2016-01-02 15:00:00,0.001512,0.001246,0.001168,0.002185,0.001495,0.001662,0.001417,0.001264,0.001126
2016-01-02 15:15:00,0.002001,0.001699,0.001905,0.003394,0.001856,0.002685,0.00249,0.001591,0.001836
2016-01-02 15:30:00,0.002103,0.001966,0.002221,0.003218,0.002332,0.003042,0.002831,0.00172,0.001946
2016-01-02 15:45:00,0.002082,0.00224,0.001974,0.003638,0.002472,0.003211,0.002401,0.00195,0.001729
2016-01-02 16:00:00,0.002153,0.00217,0.002221,0.00367,0.00201,0.002519,0.003424,0.00183,0.002222
2016-01-02 16:15:00,0.001177,0.001111,0.000948,0.001734,0.000899,0.001536,0.001322,0.001008,0.001024
2016-01-02 16:30:00,0.000493,0.000685,0.000571,0.00102,0.000554,0.000673,0.000761,0.00063,0.000715
2016-01-02 16:45:00,0.001025,0.00116,0.00117,0.001493,0.001114,0.001302,0.001497,0.00107,0.000964
2016-01-02 17:00:00,0.002379,0.002263,0.002273,0.003534,0.002502,0.003111,0.003351,0.002012,0.002459
2016-01-02 17:15:00,0.00101,0.000949,0.001144,0.00152,0.00131,0.001486,0.001462,0.001273,0.001042
2016-01-02 17:30:00,0.001095,0.000862,0.001125,0.001461,0.001093,0.001492,0.001516,0.000857,0.000986
2016-01-02 17:45:00,0.001048,0.00113,0.000968,0.00209,0.001215,0.001788,0.001258,0.000928,0.001044
2016-01-02 18:00:00,0.000809,0.000796,0.000595,0.00137,0.000679,0.000814,0.000809,0.000609,0.000838
2016-01-02 18:15:00,0.001167,0.001594,0.001662,0.002493,0.00119,0.002021,0.00174,0.00151,0.001169
2016-01-02 18:30:00,0.001096,0.001062,0.000932,0.001394,0.00113,0.001198,0.001502,0.001163,0.000998
2016-01-02 18:45:00,0.001442,0.00202,0.001509,0.0032,0.002051,0.002585,0.002428,0.001898,0.001724
2016-01-02 19:00:00,0.001567,0.001943,0.001801,0.003129,0.001813,0.001898,0.002323,0.001543,0.001573
2016-01-02 19:15:00,0.00092,0.001198,0.001288,0.00175,0.001346,0.001793,0.001581,0.001322,0.001257
2016-01-02 19:30:00,0.000821,0.000814,0.001057,0.00128,0.001151,0.001101,0.001349,0.00112,0.001107
2016-01-02 19:45:00,0.001876,0.001903,0.001538,0.002858,0.002098,0.002012,0.0021,0.001982,0.001597
2016-01-02 20:00:00,0.001039,0.000971,0.000858,0.001422,0.001059,0.001143,0.001162,0.000995,0.001029
2016-01-02 20:15:00,0.000894,0.001068,0.000779,0.001436,0.000982,0.001199,0.001175,0.001074,0.000799
2016-01-02 20:30:00,0.000574,0.000483,0.000631,0.000935,0.00069,0.000837,0.000772,0.000631,0.000571
2016-01-02 20:45:00,0.000673,0.000577,0.00073,0.001071,0.000742,0.000859,0.00084,0.000769,0.000742
2016-01-02 21:00:00,0.001032,0.000817,0.000785,0.001339,0.000986,0.00125,0.001085,0.000926,0.001023
2016-01-02 21:15:00,0.001162,0.00102,0.001133,0.00151,0.000831,0.001245,0.001255,0.000887,0.001056
2016-01-02 21:30:00,0.0009,0.000854,0.001021,0.001518,0.000836,0.001123,0.001255,0.000777,0.000737
2016-01-02 21:45:00,0.000451,0.000479,0.000363,0.000665,0.000455,0.000534,0.00067,0.000415,0.000352
2016-01-02 22:00:00,0.000974,0.000916,0.001266,0.001619,0.000914,0.001711,0.001267,0.00117,0.000989
2016-01-02 22:15:00,0.00054,0.000606,0.000636,0.000892,0.000502,0.000705,0.000777,0.000472,0.000557
2016-01-02 22:30:00,0.000311,0.000253,0.000298,0.000561,0.000262,0.000343,0.000342,0.000256,0.000334
2016-01-02 22:45:00,0.000338,0.000374,0.000395,0.000615,0.00038,0.000577,0.000597,0.000347,0.000418
2016-01-02 23:00:00,0.000505,0.000434,0.000441,0.000811,0.000519,0.00075,0.000625,0.00045,0.00049
2016-01-02 23:15:00,0.000289,0.0003,0.000266,0.000516,0.000305,0.000403,0.000395,0.000255,0.000333
2016-01-02 23:30:00,0.000201,0.00018,0.000198,0.000371,0.000221,0.000263,0.000339,0.000228,0.000237
2016-01-02 23:45:00,0.000249,0.000264,0.000291,0.000422,0.000288,0.000312,0.000347,0.000235,0.000287
2016-01-03 00:00:00,0.000215,0.000195,0.000272,0.000352,0.000203,0.000276,0.000346,0.00019,0.000225
2016-01-03 00:15:00,0.000239,0.000254,0.000217,0.000436,0.000267,0.000384,0.000274,0.000212,0.000229
2016-01-03 00:30:00,0.000316,0.000302,0.000302,0.000461,0.000286,0.000322,0.000382,0.000271,0.000217
2016-01-03 00:45:00,0.000134,0.000102,0.000146,0.000171,0.000134,0.00018,0.000173,0.000107,0.000148
2016-01-03 01:00:00,0.000145,0.000141,0.00013,0.000182,0.000108,0.00014,0.000161,0.000137,0.000142
2016-01-03 01:15:00,0.0001,0.000112,9.5e-05,0.000181,0.00013,0.00013,0.000162,9.3e-05,0.00012
2016-01-03 01:30:00,0.000107,9.1e-05,0.000101,0.000174,9.2e-05,0.000169,0.000127,9.3e-05,8.6e-05
2016-01-03 01:45:00,7.1e-05,8.2e-05,8.7e-05,0.000109,7.2e-05,0.000113,0.000121,9.6e-05,9.7e-05
2016-01-03 02:00:00,0.000106,0.000116,8.8e-05,0.000137,0.000119,0.00014,0.000115,0.000103,0.000117
2016-01-03 02:15:00,0.000124,0.000127,0.000107,0.000212,0.00015,0.000172,0.000144,0.00015,0.000109
2016-01-03 02:30:00,0.000135,9.7e-05,0.000115,0.000227,0.000113,0.000173,0.000157,0.000104,0.000127
2016-01-03 02:45:00,0.000115,0.000104,0.000102,0.000146,0.000132,0.000146,0.000122,9.2e-05,0.000101
2016-01-03 03:00:00,0.000109,9.6e-05,0.000112,0.000218,0.00012,0.000155,0.000176,9.2e-05,0.000127
2016-01-03 03:15:00,4.9e-05,5.9e-05,5.8e-05,8.4e-05,5e-05,7.7e-05,6.6e-05,6e-05,6e-05
2016-01-03 03:30:00,7.1e-05,7.2e-05,7.5e-05,0.000149,7e-05,0.000123,9.7e-05,8.3e-05,8.3e-05
2016-01-03 03:45:00,5.9e-05,7e-05,5.3e-05,0.000101,5.4e-05,9.2e-05,9.2e-05,6.1e-05,7.1e-05
2016-01-03 04:00:00,6.5e-05,7.1e-05,6.4e-05,0.000131,7.1e-05,8.4e-05,0.00011,6.6e-05,7.8e-05
2016-01-03 04:15:00,8.8e-05,9e-05,7.8e-05,0.000148,8.4e-05,0.000114,0.000117,8.5e-05,8.6e-05
