datetime,LV6.201 Load 1 [H0-A],LV6.201 Load 3 [H0-A],LV6.201 Load 6 [H0-A],LV6.201 Load 11 [H0-A],LV6.201 Load 20 [H0-A],LV6.201 Load 27 [H0-A],LV6.201 Load 30 [H0-A],LV6.201 Load 36 [H0-A],LV6.201 Load 37 [H0-A]
2016-01-02 11:00:00,0.0011224891933028919,0.0011685587823439879,0.001174408888888889,0.001828158295281583,0.0011429645662100456,0.001515177595129376,0.0016117043531202434,0.0012482664840182647,0.0011992718417047185
2016-01-02 11:15:00,0.00032242940108892927,0.0003538163339382941,0.0003428105263157895,0.0005172729582577132,0.0003309894736842106,0.0004027310344827587,0.0004455313974591652,0.0003424029038112524,0.0003110159709618875
2016-01-02 11:30:00,0.001188887104393009,0.0010556438356164384,0.0011744638639584319,0.0019464506376948515,0.0010748748228625415,0.0014636154936230516,0.0015048247520075579,0.0010226764289088335,0.0012005630609352859
2016-01-02 11:45:00,0.0005321321698027452,0.0005113276974820471,0.0004960710844468684,0.0007734640487228434,0.00045538678301972545,0.0006611198981910735,0.0006250588128351968,0.0005238103808744659,0.000507629124625034
2016-01-02 12:00:00,0.00027013038869257936,0.00025439151943462885,0.00024925229681978787,0.0004638148409893991,0.0002415434628975264,0.0003732360424028267,0.0003298738515901058,0.0002771968197879857,0.00026756077738515887
2016-01-02 12:15:00,3.357424216475437e-05,3.160609693440668e-05,2.905908545983903e-05,5.5455386196266634e-05,3.004315807501293e-05,4.538311354684019e-05,4.503579380030838e-05,3.409522178455225e-05,3.374790203802022e-05
2016-01-02 12:30:00,4.026452774594854e-05,4.7532493043051134e-05,4.2081519070224214e-05,7.318841054182337e-05,4.1863480111311115e-05,5.879783925356028e-05,5.458241938124074e-05,4.1718120805369014e-05,4.397119004747089e-05
2016-01-02 12:45:00,6.144434946144656e-05,6.052726961873836e-05,6.175004274234922e-05,9.782184988887e-05,5.380201743887856e-05,7.407967173875892e-05,7.458916054026339e-05,5.9202598734826536e-05,5.278303983586945e-05
2016-01-02 13:00:00,0.00027928236431765986,0.0002968032152786172,0.0002799831983560982,0.00044292711229300126,0.000281735283452194,0.0003630320319110359,0.0003696899552761996,0.000305914057778315,0.000279632781336879
2016-01-02 13:15:00,0.0004835137895812053,0.0004973850868232889,0.0005598059244126659,0.0008937078651685393,0.0004607252298263534,0.0007351787538304392,0.0006588866189989785,0.0005271092951991829,0.0005186874361593463
2016-01-02 13:30:00,0.0006504166666666667,0.0005977246835443037,0.0005433860759493671,0.0010467042897327706,0.0005576568213783405,0.0008463649789029535,0.0008112369901547117,0.0006290105485232068,0.0005614989451476794
2016-01-02 13:45:00,0.0009971336902065747,0.0008822565369569693,0.0008921031500926499,0.0015912126827259626,0.0008559989019284882,0.001343078031706815,0.0012071947704344246,0.0009301767208839477,0.0008658455150641687
2016-01-02 14:00:00,0.0008582629422981848,0.0008357987852249454,0.0009157447559855923,0.0015757945476375448,0.0009104590719683594,0.0012573320855992654,0.0011661540363019987,0.0009567088071191469,0.0008787449678649622
2016-01-02 14:15:00,0.0013055846191525838,0.0013303938280675974,0.0011350213078618662,0.0018343308841538084,0.0012365840068577025,0.0015552272838599069,0.001695554371785452,0.0013210903747244672,0.0012482133235366152
2016-01-02 14:30:00,0.0008857531329347202,0.0008938127610778933,0.0009026783520353837,0.0017021934638381522,0.0009324989761651241,0.0012855106888361046,0.001366106970267835,0.0009284691620935375,0.0009429764927512491
2016-01-02 14:45:00,0.0012166377229187759,0.001082871271707811,0.0011392897749396465,0.0019782875165485557,0.0011329199439296005,0.0014996402149365315,0.0013676937154427225,0.001103800716455105,0.0011638591231212523
2016-01-02 15:00:00,0.001088,0.001205,0.001152,0.001966,0.001202,0.001385,0.001567,0.00108,0.001092
2016-01-02 15:15:00,0.001638,0.001743,0.001569,0.002413,0.001595,0.002045,0.002162,0.001478,0.001573
2016-01-02 15:30:00,0.001835,0.001844,0.001965,0.00318,0.001624,0.00247,0.002477,0.001928,0.001848
2016-01-02 15:45:00,0.001801,0.001747,0.002044,0.002869,0.001738,0.002354,0.002571,0.001989,0.001846
2016-01-02 16:00:00,0.002002,0.001888,0.001912,0.002977,0.002176,0.002479,0.002841,0.001863,0.001885
2016-01-02 16:15:00,0.000947,0.000925,0.000921,0.001494,0.000879,0.001104,0.001185,0.00092,0.000844
2016-01-02 16:30:00,0.000499,0.000517,0.000578,0.000845,0.000581,0.000687,0.000657,0.000496,0.000547
2016-01-02 16:45:00,0.001,0.000909,0.000961,0.001432,0.000994,0.001295,0.001231,0.00093,0.000949
2016-01-02 17:00:00,0.002197,0.002143,0.002127,0.003419,0.001998,0.002737,0.002696,0.00181,0.001916
2016-01-02 17:15:00,0.001047,0.001079,0.001068,0.001601,0.001101,0.001419,0.001293,0.000917,0.000919
2016-01-02 17:30:00,0.000865,0.000883,0.000934,0.001627,0.000953,0.001307,0.001351,0.000974,0.000875
2016-01-02 17:45:00,0.001041,0.00113,0.001018,0.001611,0.001155,0.001286,0.001388,0.0011,0.001111
2016-01-02 18:00:00,0.000707,0.000626,0.000654,0.001063,0.000608,0.000927,0.00086,0.000667,0.000641
2016-01-02 18:15:00,0.001253,0.001258,0.001276,0.002245,0.001168,0.001516,0.001703,0.00128,0.001156
2016-01-02 18:30:00,0.000877,0.000957,0.000982,0.001486,0.00095,0.001369,0.001356,0.001031,0.000957
2016-01-02 18:45:00,0.001667,0.001443,0.001674,0.002774,0.001565,0.002044,0.00218,0.001607,0.001593
2016-01-02 19:00:00,0.001427,0.001603,0.001535,0.002305,0.00149,0.001872,0.001934,0.001412,0.001607
2016-01-02 19:15:00,0.001085,0.000973,0.001014,0.001665,0.001104,0.001472,0.001495,0.001128,0.00107
2016-01-02 19:30:00,0.000959,0.000819,0.000924,0.001568,0.0009,0.001135,0.00111,0.000909,0.000798
2016-01-02 19:45:00,0.001545,0.001573,0.001448,0.002773,0.00168,0.002009,0.002067,0.001686,0.001737
2016-01-02 20:00:00,0.000756,0.000826,0.000788,0.001221,0.000849,0.001028,0.001017,0.000763,0.000749
2016-01-02 20:15:00,0.000924,0.00078,0.000775,0.001464,0.000858,0.001163,0.0012,0.000926,0.000868
2016-01-02 20:30:00,0.000571,0.000499,0.000574,0.000851,0.000571,0.00071,0.000668,0.00055,0.000557
2016-01-02 20:45:00,0.000612,0.000598,0.000584,0.00087,0.000608,0.000735,0.000823,0.000612,0.000601
2016-01-02 21:00:00,0.000785,0.00075,0.000848,0.001313,0.00084,0.000997,0.001159,0.00075,0.000752
2016-01-02 21:15:00,0.000991,0.000954,0.000896,0.001577,0.000967,0.001365,0.001269,0.000983,0.000964
2016-01-02 21:30:00,0.000847,0.000882,0.000883,0.001442,0.000839,0.001012,0.001137,0.000755,0.000734
2016-01-02 21:45:00,0.000381,0.000364,0.000392,0.000581,0.000412,0.000486,0.000553,0.000402,0.000393
2016-01-02 22:00:00,0.000897,0.000889,0.000922,0.001494,0.001065,0.001302,0.00132,0.00089,0.000917
2016-01-02 22:15:00,0.0005,0.00052,0.00048,0.00084,0.000463,0.000625,0.000638,0.000493,0.000551
2016-01-02 22:30:00,0.000261,0.000265,0.000255,0.000428,0.000274,0.000371,0.000355,0.000264,0.000265
2016-01-02 22:45:00,0.000354,0.000368,0.000351,0.000646,0.00038,0.000482,0.000532,0.000412,0.000391
2016-01-02 23:00:00,0.00044,0.000454,0.000446,0.000764,0.000505,0.000656,0.000669,0.000486,0.00043
2016-01-02 23:15:00,0.000286,0.000249,0.000266,0.000404,0.000244,0.000337,0.000344,0.000258,0.000287
2016-01-02 23:30:00,0.000189,0.000197,0.000204,0.000318,0.00019,0.000292,0.000291,0.000196,0.000218
2016-01-02 23:45:00,0.000227,0.000234,0.000241,0.000393,0.000213,0.000303,0.000313,0.000205,0.00021
2016-01-03 00:00:00,0.00021,0.000219,0.000206,0.000323,0.000206,0.000283,0.000259,0.000206,0.000191
2016-01-03 00:15:00,0.000237,0.000204,0.000211,0.000366,0.000232,0.000306,0.000269,0.000205,0.000209
2016-01-03 00:30:00,0.000232,0.00026,0.000249,0.000407,0.000235,0.00034,0.000332,0.000263,0.00023
2016-01-03 00:45:00,0.000103,0.000104,0.00011,0.000192,0.000118,0.000161,0.000142,0.000117,0.000115
2016-01-03 01:00:00,0.000118,0.000106,0.000108,0.000201,0.000118,0.000159,0.000137,0.000122,0.000105
2016-01-03 01:15:00,9.4e-05,9.2e-05,0.0001,0.000175,0.000104,0.000131,0.000141,9.3e-05,0.000103
2016-01-03 01:30:00,0.000102,0.0001,9.4e-05,0.000149,9.5e-05,0.000124,0.000139,9.3e-05,0.000101
2016-01-03 01:45:00,7.9e-05,7e-05,7.1e-05,0.000117,8.1e-05,0.000102,9.9e-05,7.6e-05,8.2e-05
2016-01-03 02:00:00,0.0001,0.000101,9e-05,0.000136,8.9e-05,0.000125,0.00013,8.7e-05,9.8e-05
2016-01-03 02:15:00,0.000107,0.000112,0.000105,0.000172,0.000107,0.000144,0.000144,0.000116,0.000122
2016-01-03 02:30:00,0.000102,0.00011,0.000119,0.000196,0.000112,0.000157,0.000139,0.000104,0.000108
2016-01-03 02:45:00,0.000101,0.000104,9.7e-05,0.000181,9.2e-05,0.000133,0.000134,9.5e-05,9.5e-05
2016-01-03 03:00:00,0.000108,9.9e-05,0.000104,0.000177,0.000106,0.000145,0.000131,0.000111,9.2e-05
2016-01-03 03:15:00,4.6e-05,4.4e-05,4.5e-05,6.9e-05,4.2e-05,6.4e-05,6.2e-05,4.7e-05,5e-05
2016-01-03 03:30:00,7.6e-05,7.4e-05,6.7e-05,0.000124,7e-05,9.5e-05,9.5e-05,7.4e-05,7.3e-05
2016-01-03 03:45:00,5.6e-05,5.7e-05,5.5e-05,9.9e-05,5.9e-05,8.2e-05,7.6e-05,6.3e-05,6.2e-05
